 19105
     1     -1   1926 1.048567E-005 2.518209E-002 1.264608E-004
     2     -1   1400 2.963339E-005 2.516639E-002 4.840709E-005
     3     -1   3316 2.088298E-005 2.528376E-002 3.389057E-005
     4     -1   1124 1.940585E-005 1.808731E-002 1.156037E-004
     5     -1   5498 1.489131E-005 3.200733E-002 9.040535E-006
     6     -1   3228 1.487184E-006 1.250000E-002 1.675084E-004
     7     -1    572 3.769089E-005 2.113219E-002 1.069669E-004
     8     -1   1735 2.405417E-005 2.474518E-002 4.000203E-005
     9     -1    235 1.780982E-005 2.616161E-002 1.143587E-004
    10     -1   3994 2.116975E-005 2.861714E-002 9.821395E-006
    11     -1    777 3.893749E-005 1.594557E-002 9.040535E-006
    12     -1   1825 3.029086E-005 2.173312E-002 9.040535E-006
    13     -1    887 1.024469E-005 1.752162E-002 1.376125E-004
    14     -1   3225 2.394208E-005 3.202778E-002 9.040535E-006
    15     -1   7306 4.973663E-006 2.448383E-002 1.164493E-005
    16     -1   5686 1.452552E-005 1.176499E-002 9.040535E-006
    17     -1   4982 1.502455E-005 1.438131E-002 3.697607E-005
    18     -1   4490 1.825884E-005 3.666323E-002 9.040535E-006
    19     -1   4561 1.332827E-005 2.188013E-002 4.732100E-005
    20     -1   6207 1.050294E-005 1.520936E-002 5.173893E-005
    21     -1   6870 8.858139E-006 2.684632E-002 1.453657E-005
    22     -1   3184 2.378352E-005 2.991615E-002 9.040535E-006
    23     -1    970 2.084872E-005 2.390083E-002 1.011544E-004
    24     -1   3017 1.284577E-005 1.317878E-002 5.204960E-005
    25     -1   5936 8.799741E-006 4.470780E-002 1.851676E-005
    26     -1    874 3.739398E-005 2.395022E-002 9.040535E-006
    27     -1    139 5.294468E-005 2.644999E-002 9.040535E-006
    28     -1   6830 8.251691E-006 1.025540E-002 2.960423E-005
    29     -1   3779 2.210973E-005 1.259040E-002 3.255950E-005
    30     -1   7856 6.645163E-006 2.497468E-002 9.040535E-006
    31     -1   3584 2.267455E-005 2.878438E-002 9.040535E-006
    32     -1   2271 2.697644E-005 2.897641E-002 2.767965E-005
    33     -1   4315 2.020587E-005 2.249426E-002 9.040535E-006
    34     -1   1619 3.248720E-005 3.389210E-002 9.040535E-006
    35     -1   1781 1.867866E-005 1.574735E-002 9.229550E-005
    36     -1    948 3.558200E-005 1.550461E-002 9.232871E-006
    37     -1   3722 2.251194E-005 3.149023E-002 9.040535E-006
    38     -1    321 3.371745E-005 2.830734E-002 6.431191E-005
    39     -1   6317 1.093464E-005 2.958527E-002 9.040535E-006
