======================================================================
# Fluid properties:
sigma (mN/m)  	mu_w (cP)  	mu_nw (cP)
# 	57		0.821		0.838
# calcBox: 	 0.1 	 0.725
# Wettability:
# model 	mintheta 	maxtheta 	delta 	eta 	distmodel
# 1		0		0		0.2		3rand
mintheta 	maxtheta 	mean  	std
#   0		  0		  0		  0
Porosity:  0.219827
Maximum pore connection:   36
Average pore-to-pore distance:  0.000197261
Mean pore radius:  2.22744e-05
Absolute permeability:  2.7916e-12
======================================================================
# Sw	 qW(m3/s)	 krw	 qNW(m3/s)	 krnw	 Pc	 Invasions
1,0.000000e+00,0,0.000000e+00,0,0,0
1,1.634019e-11,1,0.000000e+00,0,100,0
1,1.634019e-11,1,0.000000e+00,0,1115,0
1,1.634019e-11,1,0.000000e+00,0,2282.25,32
0.999075,1.632865e-11,0.999294,0.000000e+00,0,3624.59,159
0.927572,1.277406e-11,0.781757,0.000000e+00,0,5168.28,612
0.891871,1.074356e-11,0.657493,0.000000e+00,0,5493.91,304
0.798318,6.542793e-12,0.400411,4.729136e-13,0.029541,6203.1,955
0.694674,4.806614e-12,0.294159,7.259832e-13,0.0453493,6266.8,638
0.596801,3.253195e-12,0.199092,1.815653e-12,0.113417,6388.29,1298
0.491026,1.634924e-12,0.100055,3.078820e-12,0.192322,6699.66,1655
0.399522,9.598294e-13,0.0587404,4.658632e-12,0.291006,6904.94,1400
0.299179,2.953071e-13,0.0180724,6.951487e-12,0.434232,7311.49,1830
0.198703,1.280717e-13,0.00783784,9.451460e-12,0.590395,8035.77,2307
0.0990654,3.689929e-14,0.00225819,1.302819e-11,0.813819,10102.2,3868
