# rad, volume, fluid, trappedW, trappedNW
5.899369000000000336e-05,3.109133999999999987e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.839362999999999813e-05,9.757582000000000458e-13,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.890505000000000280e-05,2.589241999999999924e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.916095000000000148e-05,2.925512999999999835e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.939885000000000135e-05,3.994341999999999662e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.910701000000000247e-05,2.540499000000000159e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.893425999999999976e-05,4.315466999999999872e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.868304000000000321e-05,2.721843000000000159e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.808845000000000116e-05,2.905463000000000138e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.889473999999999984e-05,2.905409000000000065e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.760387999999999777e-05,1.937155999999999910e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.987651000000000247e-05,4.333944999999999664e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.883688999999999835e-05,2.547814999999999883e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.868126000000000066e-05,2.112078999999999850e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.833938999999999846e-05,2.709325999999999840e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.830447000000000185e-05,2.740050999999999994e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.715835000000000138e-05,2.096553999999999873e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.658146999999999819e-05,2.554072999999999956e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.664712000000000322e-05,2.889423000000000137e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.764861000000000301e-05,2.876770000000000070e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.714168000000000074e-05,1.659518000000000038e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.727963000000000168e-05,1.661928999999999996e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.661049000000000219e-05,2.447157999999999901e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.727396999999999875e-05,2.962498000000000005e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.657729999999999785e-05,3.502438999999999996e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.627712999999999900e-05,2.709568999999999963e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.596713999999999758e-05,3.560503000000000141e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.637736999999999789e-05,2.472600000000000188e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.679517999999999991e-05,1.874025999999999956e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.674038000000000172e-05,2.575099000000000032e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.614946999999999961e-05,2.511860000000000164e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.890151999999999980e-05,3.517990999999999807e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.584717000000000083e-05,2.337398000000000175e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.537447000000000110e-05,3.050447000000000078e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.517256999999999885e-05,2.292339999999999904e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.509571000000000244e-05,2.001017999999999946e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.485643000000000089e-05,2.230157000000000147e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.591150000000000162e-05,1.537782000000000081e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.481804999999999941e-05,2.429167000000000124e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.430569999999999744e-05,4.844787000000000286e-13,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.429649999999999760e-05,1.645076000000000007e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.472218000000000129e-05,1.851997999999999840e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.453043999999999827e-05,1.747330999999999959e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.474496000000000245e-05,2.607422999999999925e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.481967999999999824e-05,1.418835999999999953e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.403833000000000274e-05,4.413521999999999902e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.519760000000000156e-05,1.798268999999999999e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.517718000000000286e-05,3.232008000000000136e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.363167000000000146e-05,1.358361000000000052e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.426484999999999935e-05,1.604245000000000098e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.433911999999999754e-05,1.879688999999999868e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.409954000000000211e-05,2.201518000000000152e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.431703999999999791e-05,3.498673000000000192e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.351064999999999901e-05,1.752805000000000022e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.470578999999999991e-05,3.502249000000000176e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.374161000000000129e-05,1.518084000000000017e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.338052999999999695e-05,2.459513000000000003e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.357733000000000157e-05,1.832707000000000059e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.378027000000000203e-05,1.383261000000000077e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.294468000000000009e-05,1.404313999999999988e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.410566000000000333e-05,5.588805000000000236e-13,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.351959000000000100e-05,1.638411000000000055e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.320275000000000150e-05,1.696609999999999977e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.302928000000000264e-05,1.106002000000000077e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.330790999999999899e-05,2.421607999999999873e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.302539000000000156e-05,1.375267999999999911e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.315520000000000227e-05,1.529463999999999914e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.279839999999999918e-05,2.012234999999999857e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.329709000000000101e-05,8.313709999999999923e-13,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.271719999999999732e-05,1.805394999999999902e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.352805999999999721e-05,2.231755999999999886e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.301137000000000335e-05,8.583301999999999528e-13,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.252520000000000322e-05,2.634924000000000133e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.296651000000000256e-05,2.489697000000000069e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.278748000000000099e-05,1.680027999999999917e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.307424999999999757e-05,1.019028000000000007e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.247520000000000201e-05,3.444185999999999800e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.291075999999999890e-05,1.680137000000000033e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.318499999999999985e-05,3.684189999999999875e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.214366999999999809e-05,4.447851000000000048e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.246667000000000160e-05,1.467253999999999919e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.193141000000000293e-05,3.209302000000000011e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.201055000000000299e-05,1.758656999999999985e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.188814999999999888e-05,3.249889999999999999e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.137842999999999794e-05,3.802971999999999843e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.239000999999999885e-05,2.189624000000000001e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.147006999999999830e-05,2.256331000000000112e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.221326000000000092e-05,1.832055999999999883e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.211495000000000152e-05,1.941490999999999810e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.239955000000000215e-05,1.630229000000000040e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.266681999999999663e-05,1.977282999999999947e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.155777000000000087e-05,2.060165999999999807e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.243662000000000008e-05,1.681870999999999953e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.187813000000000266e-05,1.771798000000000040e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.097437000000000235e-05,2.465771999999999846e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.154473999999999737e-05,1.928025000000000158e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.218909999999999809e-05,2.772185000000000067e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.174863999999999723e-05,1.760255999999999926e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.114449999999999796e-05,1.385889000000000094e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.184752000000000262e-05,1.043088000000000008e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.093511000000000029e-05,2.571223999999999910e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.089683999999999973e-05,2.333686000000000039e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.141794999999999786e-05,1.698669000000000100e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.083217000000000226e-05,1.800139000000000071e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.139082999999999802e-05,2.809277999999999977e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.077981999999999928e-05,1.532633999999999990e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.107578000000000178e-05,1.991020000000000133e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.059124000000000048e-05,2.436158000000000049e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.156516000000000284e-05,1.693466999999999937e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.072767999999999743e-05,1.178750999999999972e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.046824000000000183e-05,1.443085999999999976e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.090532999999999733e-05,1.079909999999999990e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.098504999999999731e-05,1.515971000000000024e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.090780000000000072e-05,2.720054999999999965e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.105219999999999886e-05,1.310404000000000037e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.042316999999999990e-05,1.330805999999999974e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.019083999999999666e-05,2.713985999999999943e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.030632999999999850e-05,2.212843999999999977e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.059892000000000241e-05,2.503379000000000010e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.060626000000000089e-05,2.980298999999999961e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.159228000000000268e-05,2.813586000000000044e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.055170999999999986e-05,2.321167999999999950e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.040507000000000087e-05,1.647812999999999938e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.043619000000000270e-05,2.236470000000000062e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.074491999999999729e-05,1.097792000000000054e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.108846000000000112e-05,1.709994999999999925e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.014462000000000238e-05,2.443040000000000059e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.983913999999999798e-05,2.107580999999999964e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.060414000000000166e-05,3.369512999999999963e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.022053000000000010e-05,1.737252000000000038e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.989260999999999799e-05,1.687317000000000009e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.062061000000000186e-05,1.768709000000000072e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.001813999999999745e-05,1.619282000000000087e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.002464999999999885e-05,1.877547999999999867e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.041204000000000057e-05,1.174171999999999977e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.002269999999999796e-05,2.031065999999999860e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.032693000000000301e-05,1.774046999999999983e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.933951999999999885e-05,1.058748999999999935e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.982662999999999697e-05,2.561198999999999859e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.911834999999999704e-05,1.499958000000000059e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.979892000000000330e-05,1.223051000000000096e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.936969000000000199e-05,2.836940999999999998e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.945279000000000124e-05,2.054774000000000025e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.061705999999999747e-05,7.645285999999999741e-13,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.897358000000000012e-05,1.213351000000000047e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.922159000000000251e-05,1.740096999999999911e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.916299999999999669e-05,1.791711999999999989e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.969352000000000258e-05,1.211941999999999926e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.900290999999999870e-05,1.732321000000000005e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.964178000000000161e-05,1.342023000000000087e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.864233000000000223e-05,2.072413000000000168e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.947071000000000123e-05,1.069748999999999989e-12,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
